url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool
https://immovlan.be/en/detail/residence/for-sale/3630/maasmechelen/rbu55667,rbu55667,361 400 €,,,3,200 m²,,,,,,,1,,,,,,3,Yes,,Yes,19 m²,746 m²,
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbd32792,vbd32792,479 000 €,New,,3,211 m²,,Yes,Yes,,,,1,,2,Gas,,No,,Yes,,No,,360 m²,
https://immovlan.be/en/detail/residence/for-sale/6767/dampicourt/vbd37919,vbd37919,150 000 €,To be renovated,On contract,2,157 m²,No,Yes,,,,,4,,2,Fuel oil,,No,4,Yes,,No,,571 m²,
https://immovlan.be/en/detail/development-site/for-sale/6830/les-hayons/vwd15433,vwd15433,190 000 €,,On contract,,,,,,,,,,,,,,,,,,,,17094 m²,
https://immovlan.be/en/detail/residence/for-sale/5000/namur/vbd43826,vbd43826,409 000 €,,,3,148 m²,No,,,,,,2,,2,Fuel oil,,No,2,No,,Yes,14 m²,,
https://immovlan.be/en/detail/villa/for-sale/3140/keerbergen/rbu66914,rbu66914,625 000 €,,,4,245 m²,,,Yes,2,,,2,,,,Double glass,,4,Yes,,Yes,,1475 m²,
https://immovlan.be/en/detail/development-site/for-sale/9940/evergem/rbu64761,rbu64761,159 000 €,,,,,,,,,,,,,,,,,,,,,,313 m²,
https://immovlan.be/en/detail/residence/for-sale/6887/herbeumont/vbd11836,vbd11836,250 000 €,Normal,,6,431 m²,,Yes,Yes,1,,,3,,,Electricity,Simple glass,No,,No,,No,,255 m²,
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd42396,vbd42396,244 000 €,Normal,On contract,2,97 m²,No,,,,Fully equipped,Western kitchen,1,,2,Gas,Double glass,No,3,No,,No,,,No
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc31565,vbc31565,324 000 €,,On contract,3,128 m²,,,,,,,1,1,2,Gas,Double glass,Yes,,No,,Yes,12 m²,,
https://immovlan.be/en/detail/loft/for-sale/4020/liege/vbd39529,vbd39529,269 000 €,New,,2,102 m²,No,,,,,,,,,,,,,No,,Yes,6 m²,,
https://immovlan.be/en/detail/residence/for-sale/3590/diepenbeek/rbu56389,rbu56389,335 000 €,New,Immediately,3,167 m²,No,,,,,,1,,2,,,No,3,Yes,,Yes,28 m²,,
https://immovlan.be/en/detail/investment-property/for-sale/1030/schaarbeek/vbd48660,vbd48660,595 000 €,,,6,,,,,,,,3,,3,Gas,,No,2,,,,,132 m²,
https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbd44107,vbd44107,125 000 €,To be renovated,,2,100 m²,No,,Yes,1,,,1,,1,,,No,,Yes,,No,,298 m²,
https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbu43078,rbu43078,295 000 €,New,Immediately,2,93 m²,No,,,,,,1,,1,,,Yes,2,No,,Yes,25 m²,,
https://immovlan.be/en/detail/residence/for-sale/9800/astene/rbu61371,rbu61371,376 000 €,,,3,179 m²,,,Yes,,,,1,,2,,,,,Yes,280 m²,No,,,
https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbd01929,vbd01929,259 600 €,New,,2,86 m²,No,No,,,,,,1,1,Gas,,Yes,4,No,,Yes,28 m²,,
https://immovlan.be/en/detail/residence/for-sale/3581/beverlo/rbt02739,rbt02739,425 450 €,New,,3,125 m²,No,,,,Super equipped,,1,,,Gas,,,3,Yes,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd48638,vbd48638,298 000 €,Normal,On contract,2,105 m²,No,,,,Super equipped,,1,1,1,Fuel oil,Double glass,Yes,2,No,,Yes,3 m²,,No
https://immovlan.be/en/detail/residence/for-sale/6900/aye/vbd31823,vbd31823,,To renovate,,4,373 m²,,Yes,,,,,1,,,Fuel oil,Double glass,No,,Yes,750 m²,No,,750 m²,
https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbd47864,vbd47864,185 000 €,,Negotiable,1,70 m²,,,Yes,,,,1,,,,,Yes,,No,,No,,,
https://immovlan.be/en/detail/villa/for-sale/8670/koksijde/rbu62199,rbu62199,497 200 €,Excellent,On contract,3,142 m²,No,,Yes,1,,,1,1,1,Electricity,Double glass,,,Yes,,No,,774 m²,
https://immovlan.be/en/detail/apartment/for-sale/1300/limal/vbd46699,vbd46699,345 000 €,Normal,On contract,2,82 m²,No,,Yes,1,Partially equipped,Kitchenette,1,1,1,Gas,Double glass,Yes,2,Yes,150 m²,Yes,8 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd49889,vbd49889,950 000 €,,,4,214 m²,No,,Yes,1,,,3,,3,Gas,,No,,Yes,267 m²,Yes,,,No
https://immovlan.be/en/detail/residence/for-sale/5580/rochefort/vbd50176,vbd50176,445 000 €,Excellent,,3,180 m²,,Yes,,,Super equipped,,1,,1,Gas,Double glass,No,4,Yes,1409 m²,Yes,,1409 m²,
https://immovlan.be/en/detail/residence/for-sale/3900/overpelt/rbu59452,rbu59452,413 139 €,New,On contract,3,145 m²,No,,,,,,1,,2,,,No,4,Yes,,No,,335 m²,
https://immovlan.be/en/detail/ground-floor/for-sale/3740/beverst/rbu60585,rbu60585,235 000 €,,,2,244 m²,,,,,,,1,,1,Gas,,No,,No,,Yes,39 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd48509,vbd48509,250 000 €,New,,2,84 m²,,,,,,,,,,Not specified,,,,Yes,,No,,,
https://immovlan.be/en/detail/land/for-sale/5100/dave/vbd41365,vbd41365,179 000 €,,On contract,,,,,,,,,,,,,,,,,,,,2731 m²,
https://immovlan.be/en/detail/duplex/for-sale/6747/chatillon/vbd20053,vbd20053,375 000 €,,,3,148 m²,No,,Yes,,,,1,,2,Gas,,No,,Yes,,Yes,12 m²,,
https://immovlan.be/en/detail/cottage/for-sale/1380/lasne/rbu66096,rbu66096,695 000 €,To renovate,On contract,4,265 m²,No,,Yes,,,,2,,3,Fuel oil,Double glass,No,4,Yes,1300 m²,Yes,40 m²,1620 m²,No
https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbd25699,vbd25699,311 000 €,New,From 01/11/2025,2,99 m²,No,,Yes,,,,1,,2,Gas,,Yes,,No,,Yes,13 m²,,
https://immovlan.be/en/detail/land/for-sale/6600/bastogne/vbd42725,vbd42725,95 000 €,,,,,,,,,,,,,,,,,,,,,,1144 m²,
https://immovlan.be/en/detail/residence/for-sale/6692/petit-thier/vbd44205,vbd44205,179 000 €,To be renovated,On contract,6,220 m²,,Yes,Yes,,,,1,,2,Fuel oil,Double glass,,4,Yes,,No,,1472 m²,
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd37015,vbd37015,254 000 €,New,,2,86 m²,,,,,,,,,,,,Yes,3,No,,Yes,8 m²,,
https://immovlan.be/en/detail/penthouse/for-sale/5000/namur/vbd40048,vbd40048,568 336 €,New,Immediately,3,125 m²,No,,Yes,,,,1,,2,,,Yes,,No,,Yes,45 m²,,
https://immovlan.be/en/detail/duplex/for-sale/1933/sterrebeek/rbu66530,rbu66530,424 000 €,,,3,172 m²,,Yes,Yes,1,,,2,1,,Gas,Double glass,,,No,,Yes,10 m²,,
https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu55482,rbu55482,435 000 €,Normal,,3,169 m²,,,,,,,1,,,,,,3,,,,,494 m²,
https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbd49527,vbd49527,398 000 €,,,3,124 m²,No,,,,,,,1,2,Gas,,Yes,2,No,,Yes,,,
https://immovlan.be/en/detail/land/for-sale/6982/samree/vba94542,vba94542,65 000 €,,On contract,,,,,,,,,,,,,,,,,,,,1334 m²,
https://immovlan.be/en/detail/apartment/for-sale/6900/marche-en-famenne/vbb10920,vbb10920,315 400 €,,,2,103 m²,No,,Yes,,Super equipped,,1,,1,,Double glass,Yes,,Yes,38 m²,Yes,16 m²,,No
https://immovlan.be/en/detail/penthouse/for-sale/1090/jette/vbd48358,vbd48358,399 000 €,Excellent,,2,141 m²,,,,,Super equipped,,2,,2,Gas,Double glass,Yes,4,No,,Yes,,,No
https://immovlan.be/en/detail/land/for-sale/6840/neufchateau/vbd45193,vbd45193,,,Immediately,,,,,,,,,,,,,,,,,,,,2114 m²,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd43665,vbd43665,387 000 €,New,,2,91 m²,,,,,,,,,,,,,4,Yes,,Yes,6 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5170/profondeville/vbc35250,vbc35250,319 000 €,New,,1,93 m²,No,,,,Super equipped,,1,,1,,Double glass,Yes,3,Yes,97 m²,Yes,13 m²,,No
https://immovlan.be/en/detail/residence/for-sale/8310/sint-kruis/rbu65711,rbu65711,299 000 €,,On contract,3,,,,Yes,1,,,1,,1,Gas,Double glass,No,2,Yes,,Yes,,190 m²,
https://immovlan.be/en/detail/commercial-building/for-sale/4000/liege/vbd46591,vbd46591,280 000 €,Normal,,0,,,,,,,,,,,Gas,,No,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbu66302,rbu66302,499 000 €,Excellent,,5,369 m²,No,Yes,Yes,2,Super equipped,,1,1,2,Fuel oil,Double glass,No,4,Yes,1289 m²,Yes,20 m²,1519 m²,No
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbc72602,vbc72602,439 000 €,New,,3,118 m²,No,,,,Super equipped,,2,,2,Gas,,Yes,2,Yes,,Yes,20 m²,,
https://immovlan.be/en/detail/apartment/for-sale/2900/schoten/rbu64203,rbu64203,550 000 €,New,,3,142 m²,No,,Yes,1,,,1,1,1,,,No,2,No,,Yes,24 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbc51202,vbc51202,230 000 €,New,,1,63 m²,No,,,,,,1,1,1,,Double glass,Yes,4,No,,Yes,8 m²,,
https://immovlan.be/en/detail/residence/for-sale/3920/lommel/rbu66642,rbu66642,349 500 €,New,Immediately,3,143 m²,No,,Yes,,,,1,,1,,,No,2,No,,Yes,12 m²,,
https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbd31466,vbd31466,140 000 €,To be renovated,,6,230 m²,No,Yes,Yes,1,,,2,2,2,,,,2,Yes,,,,,
https://immovlan.be/en/detail/residence/for-sale/2460/kasterlee/rbu36700,rbu36700,319 000 €,Normal,On contract,3,136 m²,No,,Yes,1,,,1,,1,Gas,,No,3,Yes,,Yes,,332 m²,
https://immovlan.be/en/detail/commercial-building/for-sale/2360/oud-turnhout/rbu60930,rbu60930,715 000 €,,On contract,1,,,,,,,,1,,9,Gas,,No,,Yes,,Yes,,1980 m²,
https://immovlan.be/en/detail/commercial-building/for-sale/2200/herentals/rbt03620,rbt03620,199 000 €,To be renovated,On contract,,,,,,,Partially equipped,,,,1,Gas,,No,,Yes,,Yes,,495 m²,
https://immovlan.be/en/detail/residence/for-sale/1700/dilbeek/rbu59653,rbu59653,435 000 €,Fully renovated,,2,152 m²,,No,Yes,1,,,1,,,Gas,Double glass,No,,No,,Yes,,198 m²,
https://immovlan.be/en/detail/ground-floor/for-sale/4000/liege/vbc90731,vbc90731,334 822 €,New,,2,88 m²,,,,,,,1,,1,,,,,Yes,120 m²,Yes,51 m²,,
https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbu62679,rbu62679,169 000 €,To be renovated,,2,199 m²,No,,,,,,2,,2,Gas,,No,3,No,,Yes,,137 m²,
https://immovlan.be/en/detail/residence/for-sale/7022/hyon/vbd45814,vbd45814,345 000 €,Normal,,2,171 m²,No,,Yes,1,,,1,1,2,,Double glass,,4,Yes,452 m²,,,662 m²,
https://immovlan.be/en/detail/residence/for-sale/5580/rochefort/vbd35936,vbd35936,275 000 €,New,Immediately,3,116 m²,No,,Yes,1,,,1,1,2,Hot air,Double glass,No,3,Yes,,Yes,,591 m²,No
https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu51318,rbu51318,310 000 €,Normal,Negotiable,4,127 m²,No,,,,,,1,,,,,No,2,Yes,,No,,211 m²,
https://immovlan.be/en/detail/land/for-sale/2480/dessel/rbu62739,rbu62739,105 000 €,,On contract,,,,,,,,,,,,,,,,,,,,233 m²,
https://immovlan.be/en/detail/penthouse/for-sale/1420/braine-l-alleud/vbd28212,vbd28212,637 000 €,New,,2,129 m²,No,,Yes,1,Super equipped,,2,2,2,Hot air,Double glass,Yes,3,No,,Yes,71 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbd04637,vbd04637,296 542 €,,Immediately,2,97 m²,No,,Yes,6,,,1,1,1,Hot air,Double glass,Yes,2,No,,Yes,14 m²,,
https://immovlan.be/en/detail/studio/for-sale/1180/ukkel/vbd43619,vbd43619,275 000 €,New,,0,53 m²,,,,,,,,,,,,,4,Yes,46 m²,No,,,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd47717,vbd47717,390 000 €,New,On contract,2,101 m²,No,,Yes,,,,1,,1,Not specified,,Yes,2,No,,Yes,9 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42015,vbd42015,,,,2,91 m²,,,,,,,,,,,,,,,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/8501/bissegem/rbu36769,rbu36769,229 000 €,,On contract,2,,,Yes,,,,,1,,1,Gas,,,2,,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/3350/drieslinter/rbu40429,rbu40429,361 842 €,New,,2,,,,,,,,2,,3,,Double glass,,2,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu60614,rbu60614,299 000 €,New,Immediately,2,93 m²,No,,,,,,1,1,1,Gas,,Yes,2,No,,Yes,5 m²,,
https://immovlan.be/en/detail/apartment/for-sale/6460/chimay/vbc01512,vbc01512,308 800 €,,,2,105 m²,No,,,,,,1,,,,,,2,Yes,32 m²,Yes,17 m²,,
https://immovlan.be/en/detail/ground-floor/for-sale/4600/vise/vwd15554,vwd15554,252 000 €,,,1,77 m²,,,Yes,,Fully equipped,,1,,,Gas,Double glass,Yes,2,Yes,38 m²,Yes,22 m²,,
https://immovlan.be/en/detail/residence/for-sale/1390/grez-doiceau/vbd33337,vbd33337,495 000 €,,,4,150 m²,No,,,,,,1,1,3,,,No,,Yes,,Yes,,500 m²,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc71247,vbc71247,,New,,1,58 m²,No,,,,,,1,,1,Hot air,Double glass,Yes,4,No,,Yes,14 m²,,No
https://immovlan.be/en/detail/residence/for-sale/1820/steenokkerzeel/rbu52147,rbu52147,648 000 €,Fully renovated,,5,350 m²,No,Yes,Yes,1,Fully equipped,Western kitchen,2,,3,Gas,Double glass,No,2,Yes,,Yes,,507 m²,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vwd15454,vwd15454,260 000 €,,,2,63 m²,,,Yes,,,,1,,,Gas,,,2,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd40047,vbd40047,566 175 €,New,Immediately,3,129 m²,No,,Yes,,,,2,,2,,,Yes,,No,,Yes,48 m²,,
https://immovlan.be/en/detail/apartment/for-sale/9041/oostakker/rbu63023,rbu63023,369 000 €,New,,2,84 m²,No,,Yes,,Super equipped,,1,,1,Hot air,Double glass,Yes,2,Yes,,Yes,9 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd49047,vbd49047,450 000 €,Normal,On contract,2,140 m²,No,,Yes,,Super equipped,,1,1,2,Electricity,Double glass,Yes,2,No,,Yes,7 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/4280/hannut/vbd39542,vbd39542,354 256 €,,,2,105 m²,,,,,,,,,,,,,,,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu64880,rbu64880,353 109 €,New,,3,169 m²,No,,Yes,1,Fully equipped,Western kitchen,1,,2,Hot air,Double glass,No,2,Yes,,,,138 m²,No
https://immovlan.be/en/detail/residence/for-sale/3840/rijkel/rbs14518,rbs14518,336 600 €,New,,3,137 m²,No,,,,,,1,,,Electricity,,No,,Yes,,Yes,16 m²,,
https://immovlan.be/en/detail/mixed-building/for-sale/1210/sint-joost-ten-node/vbd48837,vbd48837,349 000 €,Normal,On contract,4,225 m²,No,Yes,,,,,2,2,3,Gas,Double glass,No,2,,,Yes,,123 m²,No
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd43769,vbd43769,300 889 €,New,,3,163 m²,No,Yes,Yes,,,,1,,2,Gas,,No,,Yes,128 m²,No,,203 m²,
https://immovlan.be/en/detail/apartment/for-sale/8580/avelgem/rbu25626,rbu25626,315 000 €,,,,95 m²,,,Yes,,,,,,,Electricity,Double glass,No,,No,,Yes,9 m²,,
https://immovlan.be/en/detail/residence/for-sale/8531/bavikhove/rbu51495,rbu51495,189 500 €,,On contract,2,131 m²,,Yes,Yes,,,,1,,1,Not specified,Double glass,No,2,Yes,,Yes,10 m²,342 m²,
https://immovlan.be/en/detail/ground-floor/for-sale/3640/kinrooi/rbu35300,rbu35300,263 000 €,New,Immediately,2,106 m²,No,,Yes,,,,1,,,Not specified,,Yes,2,Yes,42 m²,Yes,24 m²,,
https://immovlan.be/en/detail/villa/for-sale/8800/roeselare/rbu67271,rbu67271,749 000 €,To be renovated,On contract,8,669 m²,No,,Yes,2,Fully equipped,Western kitchen,2,,4,Gas,,No,4,Yes,1450 m²,Yes,,2287 m²,
https://immovlan.be/en/detail/penthouse/for-sale/1745/opwijk/rbu15487,rbu15487,510 000 €,New,,2,125 m²,,,Yes,,Super equipped,,1,1,1,Hot air,Double glass,Yes,3,,,Yes,34 m²,,
https://immovlan.be/en/detail/investment-property/for-sale/1030/schaarbeek/vbd46214,vbd46214,995 000 €,To be renovated,,9,,,,Yes,1,,,6,,7,Gas,,No,2,,,,,139 m²,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28559,vbd28559,660 000 €,New,,3,119 m²,No,,,,,,2,,2,Gas,Double glass,Yes,,No,,Yes,123 m²,,
https://immovlan.be/en/detail/villa/for-sale/4920/aywaille/vbc77711,vbc77711,245 000 €,To renovate,On contract,4,178 m²,No,Yes,Yes,1,,Independent,1,,1,Fuel oil,,No,3,Yes,189 m²,Yes,34 m²,382 m²,No
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd28515,vbd28515,975 000 €,New,,3,144 m²,,,,,Super equipped,,3,,2,,Double glass,Yes,,,,Yes,34 m²,,
https://immovlan.be/en/detail/residence/for-sale/7160/chapelle-lez-herlaimont/vbd42724,vbd42724,149 000 €,,,3,112 m²,No,Yes,Yes,1,,,1,,1,,,No,,Yes,,No,,250 m²,
https://immovlan.be/en/detail/studio/for-sale/4500/huy/vbd46265,vbd46265,89 500 €,Excellent,On contract,1,27 m²,No,,,,Fully equipped,Western kitchen,1,1,1,Electricity,,No,3,No,,No,,,No
https://immovlan.be/en/detail/chalet/for-sale/5600/roly/vbd42244,vbd42244,129 000 €,,On contract,2,76 m²,No,,Yes,1,,,1,,1,Fuel oil,,No,4,No,,Yes,,1462 m²,
https://immovlan.be/en/detail/residence/for-sale/3080/tervuren/rbu57073,rbu57073,,Normal,,4,168 m²,,No,Yes,1,,,2,,,Wood,Double glass,No,,Yes,1 m²,Yes,,675 m²,
https://immovlan.be/en/detail/apartment/for-sale/1933/sterrebeek/vbc94363,vbc94363,1 195 000 €,New,On contract,3,176 m²,No,,,,Super equipped,,1,1,2,,Double glass,Yes,2,No,,Yes,26 m²,,No
https://immovlan.be/en/detail/residence/for-sale/2812/muizen/rbu19499,rbu19499,481 000 €,New,,3,169 m²,,,Yes,,,,1,,2,,,,2,Yes,,No,,240 m²,
https://immovlan.be/en/detail/apartment/for-sale/6769/meix-devant-virton/vbc20788,vbc20788,286 000 €,New,,2,91 m²,No,,Yes,,,,1,,,,,,,No,,Yes,9 m²,,
https://immovlan.be/en/detail/development-site/for-sale/6890/transinne/vwd05488,vwd05488,89 000 €,,On contract,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/1850/grimbergen/vbd46598,vbd46598,580 000 €,,On contract,4,210 m²,No,,Yes,,,,1,,3,Gas,,No,3,Yes,,Yes,,365 m²,
https://immovlan.be/en/detail/residence/for-sale/4130/tilff/vbd20380,vbd20380,280 000 €,,,3,93 m²,,,Yes,1,,,,2,,Fuel oil,,,4,Yes,1150 m²,Yes,16 m²,1250 m²,
https://immovlan.be/en/detail/residence/for-sale/1350/orp-jauche/vbd31757,vbd31757,439 352 €,New,,5,160 m²,,,,,,,3,,2,,,,4,Yes,,,,1735 m²,
https://immovlan.be/en/detail/residence/for-sale/6760/virton/vbd44755,vbd44755,229 000 €,To renovate,,4,171 m²,No,Yes,Yes,1,,,2,,2,Fuel oil,Double glass,No,3,Yes,1450 m²,Yes,,1820 m²,No
https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbd41090,vbd41090,,,,2,90 m²,,,,,,,,,,,,,,,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbu55858,rbu55858,718 000 €,New,On contract,4,190 m²,No,,Yes,1,,,2,,,,,No,3,Yes,,Yes,,570 m²,
https://immovlan.be/en/detail/apartment/for-sale/6724/houdemont/vbc11373,vbc11373,286 000 €,New,,2,88 m²,No,,,,Super equipped,,1,,1,Gas,,Yes,4,No,,Yes,9 m²,,
https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36383,vbd36383,299 000 €,New,,3,120 m²,No,,,,Fully equipped,Western kitchen,1,1,1,,Double glass,Yes,2,No,,Yes,36 m²,,No
https://immovlan.be/en/detail/residence/for-sale/2275/lille/rbt99487,rbt99487,339 000 €,Normal,Negotiable,3,162 m²,No,,Yes,1,,,1,,2,Gas,,No,4,No,,Yes,,451 m²,
https://immovlan.be/en/detail/apartment/for-sale/1500/halle/rbt47763,rbt47763,390 000 €,New,,2,96 m²,,No,,,Fully equipped,,,,,Not specified,Double glass,Yes,,No,,Yes,10 m²,,No
https://immovlan.be/en/detail/residence/for-sale/4130/esneux/vbd44933,vbd44933,130 000 €,To be renovated,On contract,2,92 m²,No,,,,Fully equipped,Western kitchen,1,,,Fuel oil,,,2,Yes,,Yes,,216 m²,No
https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbu60802,rbu60802,402 000 €,New,,3,111 m²,No,Yes,,,,,1,,,,Double glass,No,2,Yes,18 m²,Yes,,,
https://immovlan.be/en/detail/development-site/for-sale/1650/beersel/rbu52303,rbu52303,170 000 €,,,,,,,,,,,,,,,,,,,,,,444 m²,
https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu58947,rbu58947,374 000 €,New,,3,154 m²,No,Yes,Yes,1,Fully equipped,Western kitchen,1,,2,Gas,Double glass,No,3,Yes,175 m²,Yes,25 m²,312 m²,No
https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vax62693,vax62693,265 000 €,New,On contract,2,,No,,,,Super equipped,,1,,,,Double glass,,,No,,Yes,,,
https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbg17123,rbg17123,707 000 €,New,,3,168 m²,,,Yes,,,,1,,,,,Yes,,Yes,,Yes,52 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd24552,vbd24552,,New,,2,91 m²,No,,,,,,1,1,1,Gas,Double glass,Yes,2,No,,Yes,8 m²,,No
https://immovlan.be/en/detail/investment-property/for-sale/9690/kluisbergen/rbu65533,rbu65533,165 000 €,Excellent,,2,,,,,,,,1,,1,Electricity,Double glass,Yes,2,Yes,,,,115 m²,
https://immovlan.be/en/detail/land/for-sale/4630/soumagne/vbd49050,vbd49050,110 000 €,,,,,,,,,,,,,,,,,,,,,,481 m²,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd34484,vbd34484,475 000 €,New,,2,113 m²,No,,,,Partially equipped,Kitchenette,2,,1,Hot air,Double glass,,3,Yes,,Yes,,,
https://immovlan.be/en/detail/commercial-building/for-sale/1480/tubize/vba78661,vba78661,135 681 €,Under construction,,,,,,Yes,,,,,,,,Double glass,Yes,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/2350/vosselaar/rbu62515,rbu62515,398 000 €,Normal,Immediately,4,215 m²,No,,Yes,2,,,2,,2,Gas,,No,3,Yes,,Yes,,333 m²,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28639,vbd28639,490 000 €,New,,3,122 m²,No,,,,,,2,,2,Gas,Double glass,Yes,,No,,Yes,9 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbc51207,vbc51207,311 000 €,New,,1,90 m²,No,,,,,,1,1,1,,Double glass,Yes,4,No,,Yes,9 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd49017,vbd49017,342 000 €,New,,2,80 m²,,,,,Super equipped,,2,,2,Hot air,,Yes,2,Yes,,Yes,3 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd45075,vbd45075,99 000 €,Normal,On contract,1,40 m²,No,,,,,Independent,1,1,1,Gas,Double glass,No,2,No,,No,,,No
https://immovlan.be/en/detail/ground-floor/for-sale/1082/berchem-sainte-agathe/vbd47861,vbd47861,340 000 €,,On contract,2,97 m²,No,,Yes,,Super equipped,,1,1,2,,Double glass,Yes,3,Yes,29 m²,Yes,,,No
https://immovlan.be/en/detail/residence/for-sale/2980/zoersel/vbd48956,vbd48956,630 000 €,New,,3,190 m²,,,Yes,1,,,1,,2,,,,4,,,,,2045 m²,
https://immovlan.be/en/detail/apartment/for-sale/3840/borgloon/rbu27182,rbu27182,328 500 €,New,,2,,,,,,,,1,,1,,,,,No,,Yes,7 m²,,
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd43925,vbd43925,189 000 €,To renovate,On contract,4,143 m²,No,Yes,,,,Independent,1,1,1,Fuel oil,Double glass,No,2,Yes,170 m²,Yes,15 m²,215 m²,No
https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbd49270,vbd49270,520 000 €,New,,2,135 m²,No,Yes,,,Super equipped,,1,1,2,Gas,Double glass,Yes,2,Yes,25 m²,Yes,25 m²,450 m²,No
https://immovlan.be/en/detail/mixed-building/for-sale/2830/willebroek/rbu65763,rbu65763,299 000 €,To be renovated,On contract,2,177 m²,No,,,,,,1,,2,Gas,,No,3,No,,No,,116 m²,
