url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool
https://immovlan.be/en/detail/penthouse/for-sale/3970/leopoldsburg/rbu43069,rbu43069,300 000 €,New,Immediately,2,86 m²,No,,,,,,1,,1,,,Yes,2,No,,Yes,33 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28616,vbd28616,454 000 €,New,,3,117 m²,No,,,,,,2,,2,Gas,Double glass,Yes,,No,,Yes,22 m²,,
https://immovlan.be/en/detail/business-surface/for-sale/8620/nieuwpoort/rbu60570,rbu60570,,Excellent,,,,,,,,,,,,,,Double glass,Yes,,Yes,,,,82 m²,
https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu52109,rbu52109,368 000 €,,,,195 m²,,Yes,Yes,,,,,,,,,,3,Yes,,Yes,,1594 m²,
https://immovlan.be/en/detail/residence/for-sale/2820/rijmenam/rbu61034,rbu61034,905 000 €,,,4,300 m²,,Yes,Yes,2,,,3,,,,,,,Yes,,No,,17720 m²,
https://immovlan.be/en/detail/apartment/for-sale/8630/veurne/rbu65180,rbu65180,520 000 €,,,2,123 m²,,,Yes,,,,1,,1,Not specified,Double glass,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/9120/beveren/rbs64376,rbs64376,335 000 €,New,On contract,2,105 m²,No,,,,,,1,,1,Not specified,,Yes,2,No,,Yes,7 m²,,
https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbs88548,rbs88548,295 000 €,,On contract,4,225 m²,,Yes,,,,,1,,2,,Double glass,,2,Yes,,Yes,,695 m²,
https://immovlan.be/en/detail/apartment/for-sale/8670/sint-idesbald/rbu62144,rbu62144,280 000 €,To be renovated,,2,,,,,,,,1,,,,Double glass,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/development-site/for-sale/1800/vilvoorde/rbu61345,rbu61345,240 000 €,,,,,,,,,,,,,,,,,,,,,,275 m²,
https://immovlan.be/en/detail/residence/for-sale/8710/ooigem/vbd45096,vbd45096,401 500 €,New,,3,155 m²,No,Yes,Yes,1,Super equipped,,1,1,2,Gas,Double glass,No,3,Yes,,Yes,,371 m²,No
https://immovlan.be/en/detail/apartment/for-sale/6220/fleurus/vbb07469,vbb07469,330 000 €,New,,3,127 m²,No,,,,,,1,,,,,No,,Yes,40 m²,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd35803,vbd35803,495 000 €,New,,2,111 m²,No,,Yes,1,Super equipped,,2,1,3,,Double glass,Yes,,No,,Yes,25 m²,,No
https://immovlan.be/en/detail/student-flat/for-sale/1090/jette/rbu58367,rbu58367,157 000 €,New,,,,,,,,,,,,,,,Yes,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1780/wemmel/vbd41267,vbd41267,199 999 €,,,1,70 m²,,,,,,,1,,,Gas,,,2,No,,Yes,5 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd36756,vbd36756,301 000 €,New,,3,115 m²,,,,,,,,,,,,Yes,4,No,,Yes,24 m²,,
https://immovlan.be/en/detail/ground-floor/for-sale/3740/beverst/rbt20142,rbt20142,,New,,2,108 m²,No,,Yes,,,,1,,1,Not specified,,Yes,,No,,Yes,21 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd47104,vbd47104,455 000 €,New,,2,114 m²,,,Yes,1,Super equipped,,1,2,2,Gas,Double glass,Yes,2,No,,Yes,63 m²,,No
https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbd27828,vbd27828,475 000 €,Normal,,3,253 m²,,No,,,,,3,,,Gas,Double glass,No,,No,,Yes,6 m²,89 m²,
https://immovlan.be/en/detail/investment-property/for-sale/8570/anzegem/rbu67132,rbu67132,455 000 €,Excellent,,4,,,,Yes,1,,,1,,1,Gas,Double glass,,3,Yes,,Yes,,378 m²,
https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/raj23760,raj23760,499 000 €,New,,2,117 m²,,,Yes,,,,1,,,,,,,Yes,,Yes,35 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48023,vbd48023,235 000 €,To renovate,,1,75 m²,No,,Yes,1,Super equipped,,1,1,1,Gas,Double glass,Yes,2,No,,Yes,2 m²,,No
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd48648,vbd48648,210 000 €,Normal,,2,95 m²,No,,,,Partially equipped,Kitchenette,1,,1,Gas,Double glass,No,3,Yes,,Yes,,,No
https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbd50099,vbd50099,403 363 €,New,,3,158 m²,,,Yes,1,,,1,,2,,,,4,Yes,,,,2612 m²,
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd48119,vbd48119,525 000 €,Excellent,On contract,2,82 m²,Yes,,,,Super equipped,,1,1,,Gas,Double glass,No,2,Yes,35 m²,Yes,35 m²,105 m²,No
https://immovlan.be/en/detail/residence/for-sale/1760/roosdaal/rbu12044,rbu12044,415 124 €,,,3,131 m²,No,,,,Super equipped,,1,,2,,Double glass,No,3,Yes,,Yes,,298 m²,No
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbc03949,vbc03949,478 598 €,New,,3,118 m²,No,,Yes,,Super equipped,,2,1,2,Gas,,Yes,3,No,,Yes,71 m²,,
https://immovlan.be/en/detail/residence/for-sale/6760/ethe/vbd33206,vbd33206,350 000 €,To be renovated,On contract,6,185 m²,No,Yes,Yes,1,,,1,,,Fuel oil,,No,4,Yes,,Yes,,321 m²,
https://immovlan.be/en/detail/garage/for-sale/7100/la-louviere/vbd47378,vbd47378,17 000 €,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/commercial-building/for-sale/1600/oudenaken/vbd42431,vbd42431,,Normal,On contract,,,,,Yes,20,,,,,,,,,,,,,,2750 m²,
https://immovlan.be/en/detail/apartment/for-sale/1350/orp-le-grand/vbd22262,vbd22262,298 050 €,New,,2,99 m²,No,,,,,,1,,1,Electricity,,No,2,No,,Yes,18 m²,,
https://immovlan.be/en/detail/land/for-sale/1460/ittre/vbd41354,vbd41354,80 000 €,,On contract,,,,,,,,,,,,,,,,,,,,4020 m²,
https://immovlan.be/en/detail/development-site/for-sale/6997/erezee/vbd34834,vbd34834,53 000 €,,Immediately,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/land/for-sale/6666/wibrin/vbc98469,vbc98469,40 000 €,,,,,,,,,,,,,,,,,,,,,,289 m²,
https://immovlan.be/en/detail/industrial-building/for-sale/8600/diksmuide/rbu62294,rbu62294,169 756 €,New,,,,,,,,,,,,,Electricity,Double glass,Yes,2,,,,,127 m²,
https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu65715,rbu65715,139 000 €,,,3,141 m²,,Yes,,,,,1,,1,Gas,Double glass,No,2,Yes,,No,,77 m²,
https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbu61974,rbu61974,370 000 €,,,3,150 m²,,Yes,Yes,,,,,,,,,,2,Yes,,No,,214 m²,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbb57597,vbb57597,365 000 €,New,,2,93 m²,No,,,,,,2,1,1,Hot air,,Yes,4,No,,Yes,10 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36827,vbd36827,234 000 €,New,,2,85 m²,,,,,,,,,,,,No,2,No,,Yes,15 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd47575,vbd47575,330 000 €,New,,1,68 m²,No,,Yes,1,Super equipped,,1,1,1,,Double glass,Yes,2,Yes,,Yes,18 m²,,No
https://immovlan.be/en/detail/residence/for-sale/1332/genval/vbd44787,vbd44787,770 000 €,Excellent,,3,226 m²,No,,Yes,1,Super equipped,,2,,2,Gas,Double glass,No,4,Yes,800 m²,Yes,,898 m²,No
https://immovlan.be/en/detail/residence/for-sale/3990/peer/rbu59455,rbu59455,495 000 €,Normal,On contract,4,236 m²,No,,Yes,,,,2,,,Fuel oil,,No,4,Yes,,Yes,30 m²,3400 m²,
https://immovlan.be/en/detail/investment-property/for-sale/1000/brussels/vbd50122,vbd50122,1 088 000 €,To renovate,On contract,7,,,,,,Partially equipped,Kitchenette,7,7,,Gas,,No,2,,,Yes,,90 m²,
https://immovlan.be/en/detail/ground-floor/for-sale/1160/oudergem/vbd29878,vbd29878,795 000 €,New,,3,125 m²,No,,Yes,1,Super equipped,,2,2,2,Hot air,Double glass,Yes,,Yes,56 m²,Yes,56 m²,,No
https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbd50174,vbd50174,149 000 €,To renovate,,3,121 m²,,Yes,,,,,1,,,Fuel oil,Double glass,,3,Yes,,Yes,20 m²,,
https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32892,vba32892,275 200 €,Excellent,Immediately,2,93 m²,No,,,,,,1,,1,Not specified,,Yes,,No,,Yes,18 m²,,
https://immovlan.be/en/detail/residence/for-sale/8930/menen/rbu45196,rbu45196,279 000 €,,On contract,3,148 m²,,,,,,,2,,3,Electricity,Double glass,No,2,Yes,,Yes,,163 m²,
https://immovlan.be/en/detail/residence/for-sale/8370/blankenberge/rbu43568,rbu43568,280 000 €,Excellent,,4,175 m²,,,,,,,1,,2,,,,,Yes,,Yes,,70 m²,
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd48391,vbd48391,260 000 €,,,2,91 m²,No,,Yes,,Super equipped,,1,,,Gas,Double glass,Yes,4,No,,Yes,10 m²,,No
https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbd38635,vbd38635,295 000 €,To be renovated,On contract,3,120 m²,No,Yes,Yes,2,Fully equipped,Western kitchen,1,1,2,Fuel oil,,No,2,Yes,100 m²,Yes,12 m²,314 m²,No
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd46507,vbd46507,595 000 €,,On contract,3,178 m²,No,,Yes,1,,,2,,2,Gas,,Yes,,No,,Yes,5 m²,,
https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbd46204,vbd46204,306 000 €,,On contract,2,104 m²,No,,Yes,,Fully equipped,Western kitchen,1,,,,Double glass,Yes,,No,,Yes,10 m²,,Yes
https://immovlan.be/en/detail/residence/for-sale/9050/gentbrugge/rbu64639,rbu64639,375 000 €,Fully renovated,,3,103 m²,,,,,,,1,,2,Gas,Double glass,,2,Yes,14 m²,No,,58 m²,
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64823,rbu64823,472 794 €,,,4,165 m²,,,Yes,,,,,,,,,,2,Yes,,Yes,,119 m²,
https://immovlan.be/en/detail/industrial-building/for-sale/5001/belgrade/vbd37723,vbd37723,270 000 €,,,,,,,,,,,,,,Not specified,Double glass,Yes,,,,,,162 m²,
https://immovlan.be/en/detail/residence/for-sale/6800/libramont/vbd30144,vbd30144,280 000 €,Normal,,3,508 m²,,No,Yes,1,,,,,,Not specified,Triple glass,No,,No,,No,,730 m²,
https://immovlan.be/en/detail/apartment/for-sale/8370/blankenberge/rbu67225,rbu67225,445 000 €,Normal,,2,89 m²,,,,,,,1,,,Electricity,Double glass,Yes,,,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/2360/oud-turnhout/rbu57673,rbu57673,326 000 €,New,Immediately,2,105 m²,No,,,,,,,,,,,Yes,2,No,,Yes,25 m²,,
https://immovlan.be/en/detail/studio/for-sale/4100/seraing/vbd39586,vbd39586,148 000 €,New,,,43 m²,No,,,,,,,,,,,,,No,,Yes,8 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41083,vbd41083,340 000 €,New,,1,69 m²,,,,,,,,,,,,,,No,,Yes,33 m²,,
https://immovlan.be/en/detail/villa/for-sale/5575/gedinne/vwd15472,vwd15472,300 000 €,Normal,On contract,3,190 m²,,Yes,Yes,,Fully equipped,,1,,,Electricity,Double glass,,4,Yes,,Yes,,1765 m²,
https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbu60187,rbu60187,680 000 €,Fully renovated,,6,235 m²,,No,Yes,1,,,2,,,Solar energy,Double glass,No,,Yes,1 m²,No,,645 m²,
https://immovlan.be/en/detail/residence/for-sale/3540/schulen/rbu61610,rbu61610,310 000 €,To be renovated,On contract,3,150 m²,No,,Yes,1,,,1,,1,Fuel oil,,No,4,Yes,,Yes,,865 m²,
https://immovlan.be/en/detail/residence/for-sale/5020/vedrin/vbd32555,vbd32555,459 196 €,New,,4,148 m²,,,,,,,1,,2,,,,4,Yes,,,,737 m²,
https://immovlan.be/en/detail/penthouse/for-sale/2000/antwerp/rwc41122,rwc41122,1 145 500 €,Excellent,Immediately,3,160 m²,,,,,,,,,,Not specified,,Yes,,,,Yes,50 m²,,
https://immovlan.be/en/detail/villa/for-sale/7750/amougies/vbd48592,vbd48592,375 000 €,Normal,On contract,3,,,Yes,Yes,,,,1,1,,Fuel oil,Double glass,,4,Yes,,No,,1565 m²,
https://immovlan.be/en/detail/residence/for-sale/8400/oostende/rbu65709,rbu65709,365 000 €,,On contract,4,,,Yes,Yes,,,,1,,2,Gas,Double glass,No,2,Yes,,No,,171 m²,
https://immovlan.be/en/detail/duplex/for-sale/3980/tessenderlo/rbu58949,rbu58949,325 000 €,Fully renovated,,3,153 m²,,No,Yes,,,,1,,,Gas,Double glass,No,,No,,Yes,,,
https://immovlan.be/en/detail/undetermined-property/for-sale/2275/wechelderzande/rbt14847,rbt14847,22 000 €,,On contract,,,No,,,,,,,,,,,No,4,,,,,1515 m²,
https://immovlan.be/en/detail/parking/for-sale/1410/waterloo/vbd45822,vbd45822,22 000 €,Normal,On contract,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc31570,vbc31570,344 000 €,,On contract,3,128 m²,,,,,,,1,1,2,Gas,Double glass,Yes,,No,,Yes,13 m²,,
https://immovlan.be/en/detail/residence/for-sale/4610/beyne-heusay/vbd49875,vbd49875,280 000 €,Fully renovated,,5,166 m²,,No,Yes,,,,2,,,Gas,Double glass,No,,Yes,,No,,220 m²,
https://immovlan.be/en/detail/apartment/for-sale/9052/zwijnaarde/rbu59635,rbu59635,429 172 €,New,,2,100 m²,No,,Yes,,Super equipped,,1,,1,Hot air,Double glass,Yes,3,Yes,,Yes,13 m²,,No
https://immovlan.be/en/detail/land/for-sale/2480/dessel/rbu62741,rbu62741,115 000 €,,On contract,,,,,,,,,,,,,,,,,,,,292 m²,
https://immovlan.be/en/detail/land/for-sale/6660/houffalize/vbd37974,vbd37974,89 000 €,,,,,,,,,,,,,,,,,,,,,,1104 m²,
https://immovlan.be/en/detail/investment-property/for-sale/1060/sint-gillis/vbd48954,vbd48954,1 360 000 €,To be renovated,,8,,,,,,,,1,6,7,Gas,,No,2,Yes,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/5060/arsimont/vbd12261,vbd12261,150 000 €,To be renovated,On contract,,,,Yes,Yes,,,,,,,,Double glass,,4,No,,No,,705 m²,
https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies/vbd13741,vbd13741,395 000 €,Normal,Immediately,3,112 m²,No,,Yes,2,,,2,,2,Gas,,Yes,3,Yes,,Yes,8 m²,,
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd46135,vbd46135,129 000 €,,,2,102 m²,,,,,,,1,,,Gas,,,2,No,,Yes,9 m²,,
https://immovlan.be/en/detail/residence/for-sale/3740/beverst/rbu65275,rbu65275,479 000 €,Excellent,On contract,3,178 m²,No,,Yes,,,,1,1,,Gas,,No,2,Yes,,Yes,,423 m²,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd40058,vbd40058,326 221 €,New,Immediately,2,99 m²,No,,Yes,,,,1,,1,,,Yes,,No,,Yes,3 m²,,
https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbd39566,vbd39566,224 000 €,New,,2,81 m²,No,,,,,,,,,,,,,No,,Yes,10 m²,,
https://immovlan.be/en/detail/commercial-building/for-sale/8560/wevelgem/rbu65707,rbu65707,219 000 €,,On contract,,,,,,,,,,,,Gas,Simple glass,No,,,,,,380 m²,
https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61022,rbu61022,415 000 €,New,Immediately,3,132 m²,No,,,,,,2,,1,,,Yes,4,Yes,,Yes,24 m²,,
https://immovlan.be/en/detail/apartment/for-sale/6724/houdemont/vbc11395,vbc11395,299 000 €,New,,2,91 m²,No,,,,Super equipped,,1,,1,Gas,,Yes,4,No,,Yes,14 m²,,
https://immovlan.be/en/detail/residence/for-sale/5650/clermont/vbd28220,vbd28220,105 000 €,To be renovated,On contract,3,,,Yes,Yes,,,,,,,,,,,Yes,,No,,,
https://immovlan.be/en/detail/residence/for-sale/3840/bommershoven/rbu56250,rbu56250,274 000 €,,,3,180 m²,,,Yes,,,,1,,1,Gas,Double glass,,,Yes,,No,,125 m²,
https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbd49491,vbd49491,256 700 €,,,2,85 m²,No,,,,,,1,,,,,,2,No,,Yes,27 m²,,
https://immovlan.be/en/detail/ground-floor/for-sale/1040/etterbeek/vbd46496,vbd46496,280 000 €,To renovate,On contract,2,83 m²,,,,,Super equipped,,1,1,1,Gas,Double glass,Yes,,No,,No,,,No
https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbu43034,rbu43034,275 000 €,New,Immediately,1,89 m²,No,,,,,,1,,1,,,Yes,2,No,,Yes,8 m²,,
https://immovlan.be/en/detail/villa/for-sale/6800/libramont-chevigny/vbd47473,vbd47473,495 000 €,Normal,,5,,No,,Yes,1,,,2,,2,Fuel oil,,No,4,Yes,,Yes,,1501 m²,
https://immovlan.be/en/detail/apartment/for-sale/9031/drongen/rbu62701,rbu62701,249 000 €,Normal,Negotiable,1,76 m²,No,,,,,,1,,1,Gas,,No,2,No,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd48498,vbd48498,195 000 €,Excellent,,1,,,,Yes,1,,,,,1,Gas,,Yes,,No,,Yes,10 m²,,
https://immovlan.be/en/detail/garage/for-sale/2830/willebroek/rbu60231,rbu60231,24 500 €,,On contract,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/undetermined-property/for-sale/5560/houyet/vbd40269,vbd40269,395 000 €,Normal,,7,407 m²,,,,,,,5,,,Gas,Double glass,No,,Yes,541 m²,,,541 m²,
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbb83690,vbb83690,409 000 €,New,,3,153 m²,No,,,,Not equipped,,1,,,Gas,,No,3,Yes,,No,,403 m²,
https://immovlan.be/en/detail/apartment/for-sale/6730/tintigny/vbc19845,vbc19845,229 000 €,New,,1,61 m²,,,Yes,,,,,,,Gas,Double glass,Yes,,Yes,,Yes,6 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc74612,vbc74612,265 000 €,New,,2,90 m²,No,,,,,,1,,1,,,Yes,2,No,,Yes,9 m²,,
https://immovlan.be/en/detail/residence/for-sale/2870/puurs/rbu58897,rbu58897,495 000 €,New,,3,200 m²,No,Yes,Yes,,,,1,,2,Electricity,,No,3,Yes,118 m²,Yes,15 m²,264 m²,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48143,vbd48143,505 000 €,New,,1,80 m²,No,,Yes,1,Super equipped,,1,,1,Hot air,Double glass,Yes,4,No,,Yes,14 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/4031/angleur/vbb88615,vbb88615,245 000 €,New,On contract,2,83 m²,No,,,,Fully equipped,Western kitchen,1,1,1,Gas,Double glass,,,,,Yes,7 m²,,
https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd47945,vbd47945,125 000 €,To be renovated,,2,136 m²,No,Yes,,,,,,1,1,Gas,,No,2,Yes,400 m²,Yes,50 m²,400 m²,
https://immovlan.be/en/detail/apartment/for-sale/1490/court-saint-etienne/vbd29720,vbd29720,359 000 €,New,,2,93 m²,No,,,,Super equipped,,1,,1,,Double glass,Yes,,No,,Yes,12 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbc51191,vbc51191,330 000 €,New,,2,93 m²,No,,,,,,1,1,1,,Double glass,Yes,4,No,,Yes,11 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd49164,vbd49164,459 000 €,New,,3,155 m²,,,Yes,10,Super equipped,,2,2,1,Hot air,,Yes,2,No,,Yes,16 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbd45957,vbd45957,279 000 €,,,2,80 m²,,,,,,,1,,,Gas,,,2,No,,Yes,2 m²,,
https://immovlan.be/en/detail/residence/for-sale/7387/roisin/vbd49415,vbd49415,199 000 €,New,On contract,3,100 m²,,,Yes,1,,,1,,,,Double glass,,3,Yes,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36775,vbd36775,215 000 €,New,,2,86 m²,,,,,,,,,,,,Yes,2,No,,Yes,15 m²,,
https://immovlan.be/en/detail/residence/for-sale/1357/helecine/vbd48322,vbd48322,275 000 €,To renovate,Immediately,3,266 m²,No,,Yes,1,Fully equipped,Western kitchen,1,1,2,Fuel oil,Double glass,No,3,Yes,190 m²,Yes,33 m²,480 m²,No
https://immovlan.be/en/detail/residence/for-sale/3400/landen/vbd48811,vbd48811,320 000 €,To renovate,,3,327 m²,No,Yes,Yes,1,,,1,1,1,,Double glass,,4,Yes,276 m²,Yes,65 m²,500 m²,
https://immovlan.be/en/detail/parking/for-sale/6700/arlon/vbd00444,vbd00444,20 000 €,,Immediately,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/land/for-sale/4140/dolembreux/vba56892,vba56892,197 500 €,,,,,,,,,,,,,,,,,,,,,,1725 m²,
https://immovlan.be/en/detail/residence/for-sale/6940/durbuy/vbd30005,vbd30005,679 000 €,Normal,,7,505 m²,No,Yes,,,Super equipped,,5,,,Gas,Double glass,No,3,Yes,,Yes,,2454 m²,
https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbu60755,rbu60755,379 000 €,Normal,,3,77 m²,Yes,No,,,,,1,,,Electricity,Double glass,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbu55894,rbu55894,365 000 €,Normal,On contract,3,120 m²,No,,Yes,1,,,2,,,Gas,,No,3,No,,Yes,20 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vba78624,vba78624,247 550 €,,,1,73 m²,,,Yes,,,,1,1,1,,Double glass,Yes,2,No,,Yes,17 m²,,No
https://immovlan.be/en/detail/chalet/for-sale/6760/virton/vbd19376,vbd19376,135 000 €,To renovate,,5,78 m²,No,,,,Partially equipped,Kitchenette,2,2,2,,Double glass,No,4,Yes,,Yes,,,No
https://immovlan.be/en/detail/apartment/for-sale/3290/diest/rbu35193,rbu35193,410 000 €,New,Immediately,2,111 m²,No,,,,,,1,,1,,,Yes,4,No,,Yes,21 m²,,
https://immovlan.be/en/detail/commercial-building/for-sale/3970/leopoldsburg/rbu45304,rbu45304,199 000 €,New,On contract,,,,,,,,,,,1,,,No,,,,,,,
https://immovlan.be/en/detail/development-site/for-sale/6970/tenneville/vwd15437,vwd15437,145 000 €,,On contract,,,,,,,,,,,,,,,,,,,,2106 m²,
https://immovlan.be/en/detail/residence/for-sale/4280/avin/vbd35929,vbd35929,375 000 €,Normal,On contract,4,154 m²,No,Yes,Yes,,Fully equipped,Western kitchen,2,2,2,Fuel oil,Double glass,No,3,Yes,1352 m²,Yes,46 m²,1560 m²,No
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51425,rbu51425,334 600 €,New,Immediately,2,100 m²,No,,Yes,,,,1,,1,,,Yes,2,No,,Yes,23 m²,,
https://immovlan.be/en/detail/apartment/for-sale/9000/gent/rbu66930,rbu66930,379 000 €,Normal,On contract,2,93 m²,No,,Yes,,,,1,,1,Gas,,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/2400/mol/rbu65843,rbu65843,379 000 €,,,3,225 m²,,Yes,Yes,,,,1,,,Gas,Double glass,,2,Yes,,Yes,,521 m²,
https://immovlan.be/en/detail/residence/for-sale/5651/somzee/vbd50042,vbd50042,269 900 €,Normal,,4,203 m²,No,,Yes,1,,,2,,2,Fuel oil,,No,2,Yes,80 m²,Yes,20 m²,289 m²,
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu41153,rbu41153,385 000 €,Normal,,4,179 m²,,,Yes,2,,,1,,,Fuel oil,Double glass,,3,Yes,559 m²,Yes,,559 m²,Yes
https://immovlan.be/en/detail/residence/for-sale/5350/evelette/vbd43024,vbd43024,1 995 000 €,,,14,1500 m²,No,,Yes,10,,,11,7,15,Wood,,No,4,Yes,49494 m²,No,,49494 m²,Yes
https://immovlan.be/en/detail/ground-floor/for-sale/8020/oostkamp/rbu66719,rbu66719,285 000 €,New,,1,72 m²,No,,Yes,,Super equipped,,1,,,Hot air,Double glass,Yes,2,Yes,15 m²,Yes,6 m²,,No
https://immovlan.be/en/detail/residence/for-sale/1480/oisquercq/vbd28182,vbd28182,485 000 €,Normal,,5,190 m²,No,,Yes,1,Super equipped,,1,,2,Gas,Double glass,,3,Yes,650 m²,,,800 m²,
https://immovlan.be/en/detail/residence/for-sale/1652/alsemberg/vbd44771,vbd44771,405 000 €,Normal,On contract,3,120 m²,No,Yes,Yes,1,,,1,,2,Gas,,No,3,Yes,300 m²,Yes,30 m²,516 m²,
https://immovlan.be/en/detail/penthouse/for-sale/1160/oudergem/vbd28498,vbd28498,1 695 000 €,New,,3,185 m²,,,Yes,,Super equipped,,3,,3,,Double glass,Yes,,,,Yes,113 m²,,No
https://immovlan.be/en/detail/villa/for-sale/7700/mouscron/vbd48934,vbd48934,649 000 €,Excellent,On contract,4,420 m²,No,,,,,,1,,,Fuel oil,Double glass,,4,Yes,800 m²,Yes,,1474 m²,
https://immovlan.be/en/detail/land/for-sale/4910/theux/vag10805,vag10805,62 300 €,,On contract,,,,,,,,,,,,,,,,,,,,1089 m²,
https://immovlan.be/en/detail/apartment/for-sale/5060/auvelais/vbd32434,vbd32434,205 000 €,New,,2,67 m²,No,,Yes,,,,,1,1,Gas,,No,4,No,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64821,rbu64821,416 705 €,,,3,136 m²,,,Yes,,,,,,,,,,2,Yes,,No,,143 m²,
https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbu66867,rbu66867,149 000 €,To be renovated,On contract,2,129 m²,,Yes,,,Fully equipped,Western kitchen,1,1,1,Gas,Double glass,,2,,,Yes,20 m²,91 m²,
https://immovlan.be/en/detail/apartment/for-sale/9880/aalter/rbu51126,rbu51126,459 000 €,New,,3,,,,Yes,,,,,,,,,Yes,3,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41980,vbd41980,,,,2,93 m²,,,,,,,,,,,,,,,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/3582/koersel/rbu57307,rbu57307,267 500 €,New,Immediately,1,77 m²,No,,,,,,1,,1,,,Yes,3,No,,Yes,9 m²,,
https://immovlan.be/en/detail/development-site/for-sale/6997/erezee/vwd15431,vwd15431,65 000 €,,On contract,,,,,,,,,,,,,,,,,,,,1013 m²,
